stock_code,product_description,stock_line_type,total_quantity,total_revenue,order_count,customer_count,average_selling_price,active_months,first_sale_date,last_sale_date,quantity_rank,revenue_rank
21340,CLASSIC METAL BIRDCAGE PLANT HOLDER,merchandise,1714,18041.71,383,249,10.53,22,2009-12-02,2011-12-07,1356,214
21174,POTTERING IN THE SHED METAL SIGN,merchandise,9325,17952.21,855,402,1.93,25,2009-12-01,2011-12-08,252,215
22456,NATURAL SLATE CHALKBOARD LARGE,merchandise,4043,17770.81,595,385,4.4,22,2010-03-04,2011-12-06,655,216
23344,JUMBO BAG 50'S CHRISTMAS,merchandise,8933,17636.04,586,391,1.97,7,2011-06-15,2011-12-09,267,217
22147,FELTCRAFT BUTTERFLY HEARTS,merchandise,12884,17622.6,1026,582,1.37,25,2009-12-01,2011-12-01,158,218
22427,ENAMEL FLOWER JUG CREAM,merchandise,3063,17614.03,702,460,5.75,19,2010-05-14,2011-11-28,830,219
84945,MULTI COLOUR SILVER T-LIGHT HOLDER,merchandise,22109,17594.87,585,344,0.8,23,2009-12-04,2011-12-09,60,220
22847,"BREAD BIN, DINER STYLE, IVORY",merchandise,1127,17521.89,445,264,15.55,14,2010-10-14,2011-12-08,1755,221
22061,LARGE CAKE STAND  HANGING STRAWBERY,merchandise,2100,17494.15,443,219,8.33,25,2009-12-02,2011-12-09,1155,222
79323W,WHITE CHERRY LIGHTS,merchandise,2948,17384.8,313,174,5.9,9,2009-12-01,2010-09-16,858,223
84947,ANTIQUE SILVER TEA GLASS ENGRAVED,merchandise,15209,17375.5,559,312,1.14,25,2009-12-02,2011-12-09,122,224
22381,TOY TIDY PINK RETROSPOT,merchandise,8831,17308.48,791,349,1.96,24,2010-01-24,2011-12-05,272,225
22560,TRADITIONAL MODELLING CLAY,merchandise,14739,17236.64,655,420,1.17,22,2010-03-25,2011-12-09,128,226
21136,PAINTED METAL PEARS ASSORTED,merchandise,10364,17091.72,714,449,1.65,25,2009-12-01,2011-12-08,216,227
22169,FAMILY ALBUM WHITE PICTURE FRAME,merchandise,2137,17015.24,570,276,7.96,24,2009-12-01,2011-12-08,1136,228
47591D,PINK FAIRY CAKE CHILDRENS APRON,merchandise,9278,16943.82,1034,526,1.83,25,2009-12-01,2011-12-08,257,229
22505,MEMO BOARD COTTAGE DESIGN,merchandise,3640,16773.14,655,397,4.61,22,2010-03-10,2011-12-09,715,230
21218,RED SPOTTY BISCUIT TIN,merchandise,4731,16491.45,588,313,3.49,25,2009-12-01,2011-12-08,565,231
21156,RETROSPOT CHILDRENS APRON,merchandise,9112,16475.32,797,472,1.81,25,2009-12-01,2011-12-07,261,232
23240,SET OF 4 KNICK KNACK TINS DOILY,merchandise,4094,16394.9,485,323,4.0,7,2011-06-07,2011-12-09,648,233
22837,HOT WATER BOTTLE BABUSHKA LARGE,merchandise,3651,16344.35,368,221,4.48,9,2010-10-06,2011-09-25,710,234
84992,72 SWEETHEART FAIRY CAKE CASES,merchandise,34212,16330.27,1176,614,0.48,25,2009-12-01,2011-12-08,23,235
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",merchandise,3534,16197.62,522,269,4.58,24,2009-12-01,2011-12-09,728,236
71053,WHITE MOROCCAN METAL LANTERN,merchandise,4553,16197.61,595,293,3.56,25,2009-12-02,2011-12-07,587,237
21035,SET/2 RED SPOTTY TEA TOWELS,merchandise,5600,16090.56,619,327,2.87,25,2009-12-01,2011-12-07,466,238
22352,LUNCHBOX WITH CUTLERY RETROSPOT,merchandise,6761,16064.44,836,366,2.38,25,2009-12-01,2011-12-08,370,239
22900,SET 2 TEA TOWELS I LOVE LONDON,merchandise,5623,16053.35,507,252,2.85,16,2010-09-26,2011-12-08,465,240
21164,HOME SWEET HOME METAL SIGN,merchandise,5894,16050.74,630,356,2.72,25,2009-12-01,2011-12-08,438,241
22297,HEART IVORY TRELLIS SMALL,merchandise,13072,16002.84,646,391,1.22,25,2009-12-01,2011-12-07,153,242
22191,IVORY WALL CLOCK,merchandise,1961,16002.1,592,335,8.16,23,2009-12-01,2011-12-08,1228,243
22557,PLASTERS IN TIN VINTAGE PAISLEY,merchandise,10045,15974.29,991,580,1.59,22,2010-03-25,2011-12-08,227,244
22424,ENAMEL BREAD BIN CREAM,merchandise,1325,15926.0,559,310,12.02,20,2010-05-16,2011-12-08,1585,245
21258,VICTORIAN SEWING BOX LARGE,merchandise,1364,15911.88,344,186,11.67,20,2009-12-01,2011-12-09,1555,246
21535,RETRO SPOT SMALL MILK JUG,merchandise,6582,15882.3,956,461,2.41,25,2009-12-01,2011-12-08,381,247
22041,"RECORD FRAME 7"" SINGLE SIZE",merchandise,7162,15789.12,319,101,2.2,25,2009-12-01,2011-12-08,348,248
22355,CHARLOTTE BAG SUKI DESIGN,merchandise,19754,15719.7,1191,393,0.8,25,2009-12-01,2011-12-08,71,249
21877,HOME SWEET HOME MUG,merchandise,13954,15522.06,650,323,1.11,25,2009-12-01,2011-12-09,141,250
22662,LUNCH BAG DOLLY GIRL DESIGN,merchandise,9795,15437.19,872,426,1.58,18,2010-07-19,2011-12-08,235,251
22296,HEART IVORY TRELLIS LARGE,merchandise,9547,15434.23,739,428,1.62,24,2009-12-01,2011-12-05,242,252
22690,DOORMAT HOME SWEET HOME BLUE,merchandise,2502,15401.12,401,278,6.16,19,2010-06-28,2011-12-08,980,253
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,merchandise,16581,15370.71,821,463,0.93,25,2009-12-01,2011-12-09,101,254
21533,RETROSPOT LARGE MILK JUG,merchandise,3237,15353.95,845,425,4.74,25,2009-12-01,2011-12-09,795,255
22952,SET 72 CAKE CASES VINTAGE CHRISTMAS,merchandise,30721,15314.71,904,570,0.5,13,2010-09-17,2011-12-09,30,256
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,merchandise,1646,15311.9,444,301,9.3,23,2009-12-01,2011-12-09,1397,257
22634,CHILDS BREAKFAST SET SPACEBOY,merchandise,1656,15298.35,464,322,9.24,20,2010-05-20,2011-12-07,1393,258
22333,RETROSPOT PARTY BAG + STICKER SET,merchandise,9931,15234.23,597,333,1.53,25,2009-12-01,2011-12-07,232,259
22652,TRAVEL SEWING KIT,merchandise,9566,15211.26,716,440,1.59,17,2010-07-18,2011-11-15,240,260
20719,WOODLAND CHARLOTTE BAG,merchandise,19244,15198.19,1062,365,0.79,25,2009-12-01,2011-12-08,77,261
21430,SET/3 RED GINGHAM ROSE STORAGE BOX,merchandise,4288,15180.96,578,323,3.54,20,2009-12-01,2011-12-08,620,262
22776,SWEETHEART CAKESTAND 3 TIER,merchandise,1610,15172.7,595,420,9.42,15,2010-10-17,2011-12-08,1417,263
84375,SET OF 20 KIDS COOKIE CUTTERS,merchandise,7565,15167.97,626,389,2.01,25,2009-12-01,2011-12-08,325,264
22193,RED WALL CLOCK,merchandise,1856,15164.59,555,265,8.17,20,2009-12-01,2011-12-08,1272,265
21914,BLUE HARMONICA IN BOX,merchandise,12156,15074.97,815,446,1.24,23,2009-12-03,2011-12-09,182,266
22635,CHILDS BREAKFAST SET DOLLY GIRL,merchandise,1626,15066.55,450,325,9.27,20,2010-05-20,2011-12-07,1405,267
22366,DOORMAT AIRMAIL,merchandise,2387,15058.21,434,252,6.31,24,2010-01-04,2011-12-08,1020,268
21122,SET/10 PINK SPOTTY PARTY CANDLES,merchandise,12492,15050.77,739,441,1.2,25,2009-12-01,2011-12-09,169,269
21975,PACK OF 60 DINOSAUR CAKE CASES,merchandise,31012,14890.06,1133,543,0.48,25,2009-12-01,2011-12-08,29,270
21889,WOODEN BOX OF DOMINOES,merchandise,12174,14853.37,869,595,1.22,25,2009-12-01,2011-12-08,181,271
82582,AREA PATROLLED METAL SIGN,merchandise,7478,14840.3,696,258,1.98,24,2009-12-01,2011-12-08,335,272
17003,BROCADE RING PURSE,merchandise,71093,14817.27,387,215,0.21,25,2009-12-01,2011-12-08,9,273
22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,merchandise,2328,14786.9,510,279,6.35,24,2009-12-02,2011-12-09,1038,274
35004C,SET OF 3 COLOURED  FLYING DUCKS,merchandise,3096,14730.0,229,112,4.76,16,2009-12-02,2011-03-07,824,275
21891,TRADITIONAL WOODEN SKIPPING ROPE,merchandise,11800,14701.88,664,483,1.25,25,2009-12-01,2011-12-08,188,276
21484,CHICK GREY HOT WATER BOTTLE,merchandise,4223,14529.37,676,367,3.44,25,2009-12-01,2011-12-08,628,277
22619,SET Of 6 SOLDIER SKITTLES,merchandise,3905,14458.3,577,421,3.7,20,2010-05-07,2011-12-08,669,278
20718,RED SPOTTY SHOPPER BAG,merchandise,12328,14450.51,866,428,1.17,25,2009-12-01,2011-12-09,177,279
21844,RETRO SPOT MUG,merchandise,5231,14435.45,422,252,2.76,25,2009-12-01,2011-12-06,508,280
22367,CHILDS APRON SPACEBOY DESIGN,merchandise,7762,14411.64,1003,593,1.86,24,2010-01-10,2011-12-09,316,281
22487,WHITE WOOD GARDEN PLANT LADDER,merchandise,1527,14330.76,808,611,9.38,22,2010-03-05,2011-12-08,1468,282
22759,SET OF 3 NOTEBOOKS IN PARCEL,merchandise,8960,14303.4,634,472,1.6,16,2010-08-08,2011-11-30,266,283
21165,BEWARE OF THE CAT METAL SIGN,merchandise,9149,14186.69,779,321,1.55,25,2009-12-01,2011-12-06,260,284
22993,SET OF 4 PANTRY JELLY MOULDS,merchandise,11769,14151.42,866,431,1.2,11,2011-02-16,2011-12-09,189,285
84050,PINK HEART SHAPE EGG FRYING PAN,merchandise,10191,14139.23,557,308,1.39,24,2009-12-01,2011-11-01,223,286
22940,FELTCRAFT CHRISTMAS FAIRY,merchandise,3427,14061.43,547,392,4.1,15,2010-09-06,2011-12-08,751,287
85232B,SET/3 RUSSIAN DOLL STACKING TINS,merchandise,2930,14019.1,441,208,4.78,15,2009-12-01,2011-02-11,862,288
84378,SET OF 3 HEART COOKIE CUTTERS,merchandise,11112,13994.09,944,601,1.26,25,2009-12-01,2011-12-08,201,289
22150,3 STRIPEY MICE FELTCRAFT,merchandise,7746,13977.1,829,505,1.8,25,2009-12-01,2011-12-08,317,290
22365,DOORMAT RESPECTABLE HOUSE,merchandise,2244,13933.4,348,193,6.21,24,2010-01-04,2011-12-08,1077,291
21770,OPEN CLOSED METAL SIGN,merchandise,2896,13926.81,580,423,4.81,18,2009-12-01,2011-12-08,867,292
21380,WOODEN HAPPY BIRTHDAY GARLAND,merchandise,4892,13814.4,540,325,2.82,25,2009-12-03,2011-12-02,545,293
22667,RECIPE BOX RETROSPOT,merchandise,4937,13800.95,820,406,2.8,17,2010-07-09,2011-12-09,535,294
22606,WOODEN SKITTLES GARDEN SET,merchandise,1024,13754.64,337,269,13.43,21,2010-04-08,2011-12-08,1853,295
21169,YOU'RE CONFUSING ME METAL SIGN,merchandise,8702,13539.98,621,278,1.56,23,2010-01-29,2011-12-09,277,296
22730,ALARM CLOCK BAKELIKE IVORY,merchandise,3606,13532.75,616,289,3.75,16,2010-09-24,2011-12-09,717,297
21094,SET/6 RED SPOTTY PAPER PLATES,merchandise,18277,13454.33,692,328,0.74,25,2009-12-01,2011-12-06,81,298
22271,FELTCRAFT DOLL ROSIE,merchandise,4816,13437.66,691,400,2.79,24,2009-12-01,2011-11-25,550,299
22295,HEART FILIGREE DOVE LARGE,merchandise,8289,13398.57,620,381,1.62,23,2009-12-01,2011-12-08,290,300
22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,merchandise,16700,13388.74,1108,423,0.8,25,2009-12-01,2011-12-09,98,301
47556B,TEA TIME TEA TOWELS,merchandise,5141,13363.35,408,209,2.6,14,2009-12-01,2011-04-18,515,302
79323P,PINK CHERRY LIGHTS,merchandise,2234,13198.1,229,132,5.91,7,2009-12-01,2011-01-11,1082,303
22804,PINK HANGING HEART T-LIGHT HOLDER,merchandise,5005,13197.43,587,351,2.64,16,2010-09-23,2011-12-08,531,304
22173,METAL 4 HOOK HANGER FRENCH CHATEAU,merchandise,4639,13144.09,714,383,2.83,22,2009-12-01,2011-12-07,577,305
22692,DOORMAT WELCOME TO OUR HOME,merchandise,1935,13103.81,460,293,6.77,19,2010-06-28,2011-12-08,1238,306
22236,CAKE STAND 3 TIER MAGIC GARDEN,merchandise,1087,13096.05,391,251,12.05,24,2009-12-10,2011-11-23,1787,307
22636,CHILDS BREAKFAST SET CIRCUS PARADE,merchandise,1604,13041.08,460,312,8.13,20,2010-05-20,2011-12-08,1421,308
23200,JUMBO BAG PEARS,merchandise,6729,13034.92,470,262,1.94,8,2011-05-08,2011-12-07,373,309
23108,SET OF 10 LED DOLLY LIGHTS,merchandise,2192,12972.73,351,271,5.92,8,2011-05-11,2011-12-08,1100,310
23313,VINTAGE CHRISTMAS BUNTING,merchandise,2748,12960.12,359,254,4.72,6,2011-07-12,2011-12-09,906,311
23356,LOVE HOT WATER BOTTLE,merchandise,2325,12954.75,449,316,5.57,5,2011-08-22,2011-12-09,1040,312
21259,VICTORIAN SEWING BOX SMALL,merchandise,2265,12921.26,553,300,5.7,25,2009-12-02,2011-12-08,1067,313
21390,FILIGRIS HEART WITH BUTTERFLY,merchandise,10652,12886.64,482,280,1.21,25,2009-12-02,2011-12-06,211,314
22655,VINTAGE RED KITCHEN CABINET,merchandise,76,12845.0,52,45,169.01,16,2010-07-12,2011-11-01,3697,315
21704,BAG 250g SWIRLY MARBLES,merchandise,16933,12833.83,464,287,0.76,25,2009-12-02,2011-12-08,97,316
22621,TRADITIONAL KNITTING NANCY,merchandise,8390,12816.82,719,507,1.53,20,2010-05-06,2011-12-09,285,317
35970,ZINC FOLKART SLEIGH BELLS,merchandise,7851,12806.27,545,415,1.63,15,2010-03-19,2011-12-08,309,318
15044A,PINK PAPER PARASOL,merchandise,4894,12803.78,194,116,2.62,25,2009-12-07,2011-12-05,543,319
C2,CARRIAGE,service_or_admin_line,254,12796.0,248,45,50.38,25,2009-12-03,2011-12-05,3015,320
22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,merchandise,3495,12737.83,621,383,3.64,16,2010-09-08,2011-12-09,739,321
22946,WOODEN ADVENT CALENDAR CREAM,merchandise,874,12673.2,208,152,14.5,13,2010-09-16,2011-12-08,2030,322
21871,SAVE THE PLANET MUG,merchandise,11233,12666.98,600,299,1.13,25,2009-12-01,2011-12-09,200,323
22909,SET OF 20 VINTAGE CHRISTMAS NAPKINS,merchandise,15851,12507.71,889,578,0.79,13,2010-09-16,2011-12-09,112,324
23301,GARDENERS KNEELING PAD KEEP CALM,merchandise,7722,12463.78,756,405,1.61,8,2011-05-15,2011-12-09,318,325
22627,MINT KITCHEN SCALES,merchandise,1504,12457.99,558,322,8.28,20,2010-05-04,2011-12-09,1478,326
22766,PHOTO FRAME CORNICE,merchandise,4304,12451.28,580,343,2.89,15,2010-10-10,2011-12-08,614,327
62018,SOMBRERO,merchandise,9551,12419.65,123,70,1.3,25,2009-12-02,2011-12-06,241,328
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,merchandise,10339,12415.47,625,278,1.2,24,2009-12-01,2011-12-07,218,329
22846,"BREAD BIN, DINER STYLE, RED",merchandise,803,12381.46,311,189,15.42,15,2010-10-14,2011-12-08,2108,330
21155,RED SPOTTY PEG BAG,merchandise,5864,12364.57,724,364,2.11,24,2009-12-01,2011-12-08,442,331
22584,PACK OF 6 PANNETONE GIFT BOXES,merchandise,5062,12349.04,512,417,2.44,22,2010-03-10,2011-12-08,524,332
21539,RETRO SPOTS BUTTER DISH,merchandise,2619,12308.85,585,290,4.7,24,2009-12-01,2011-11-01,947,333
21912,VINTAGE SNAKES & LADDERS,merchandise,3426,12304.22,615,447,3.59,25,2009-12-01,2011-12-08,753,334
22485,SET OF 2 WOODEN MARKET CRATES,merchandise,1003,12248.25,341,280,12.21,22,2010-03-05,2011-12-09,1873,335
22553,PLASTERS IN TIN SKULLS,merchandise,7557,12233.85,905,507,1.62,22,2010-03-25,2011-12-08,326,336
21669,BLUE STRIPE CERAMIC DRAWER KNOB,merchandise,9979,12217.71,639,262,1.22,23,2009-12-01,2011-12-09,229,337
22303,COFFEE MUG APPLES DESIGN,merchandise,5310,12179.95,480,266,2.29,25,2009-12-01,2011-12-08,504,338
75049L,LARGE CIRCULAR MIRROR MOBILE,merchandise,13566,12173.5,230,106,0.9,21,2009-12-02,2011-12-07,146,339
22654,DELUXE SEWING KIT,merchandise,2143,12154.37,440,300,5.67,18,2010-07-19,2011-12-07,1133,340
15056P,EDWARDIAN PARASOL PINK,merchandise,2489,12123.36,321,186,4.87,25,2009-12-01,2011-12-08,981,341
21124,SET/10 BLUE SPOTTY PARTY CANDLES,merchandise,10017,12119.97,599,406,1.21,25,2009-12-01,2011-12-09,228,342
85042,ANTIQUE LILY FAIRY LIGHTS,merchandise,2668,12081.0,281,142,4.53,12,2009-12-01,2010-11-16,929,343
21888,BINGO SET,merchandise,3264,12046.2,626,444,3.69,25,2009-12-01,2011-12-04,789,344
23207,LUNCH BAG ALPHABET DESIGN,merchandise,7533,11994.41,647,377,1.59,9,2011-04-11,2011-12-09,330,345
22838,"CAKE TIN, 3 TIER RED/IVORY",merchandise,879,11955.43,228,184,13.6,14,2010-10-14,2011-12-08,2022,346
84380,SET OF 3 BUTTERFLY COOKIE CUTTERS,merchandise,9666,11911.15,814,490,1.23,25,2009-12-01,2011-12-09,238,347
DOT,DOTCOM POSTAGE,service_or_admin_line,16,11906.36,16,1,744.15,5,2011-08-30,2011-12-05,4238,348
22179,SET 10 NIGHT OWL LIGHTS,merchandise,1846,11873.44,401,201,6.43,25,2009-12-01,2011-12-09,1278,349
84212,"ASSORTED FLOWER COLOUR ""LEIS""",merchandise,24666,11760.42,258,140,0.48,25,2009-12-06,2011-12-06,51,350
20723,STRAWBERRY CHARLOTTE BAG,merchandise,14610,11712.6,988,356,0.8,25,2009-12-01,2011-12-07,130,351
22464,HANGING METAL HEART LANTERN,merchandise,7451,11634.51,645,397,1.56,22,2010-03-04,2011-12-09,336,352
23077,DOUGHNUT LIP GLOSS,merchandise,9642,11615.7,308,217,1.2,10,2011-03-24,2011-12-09,239,353
22646,CERAMIC STRAWBERRY CAKE MONEY BANK,merchandise,8834,11608.06,697,404,1.31,20,2010-05-14,2011-12-09,271,354
23174,REGENCY SUGAR BOWL GREEN,merchandise,2954,11567.24,268,190,3.92,8,2011-05-10,2011-12-07,856,355
22243,"HOOK, 5 HANGER ,MAGIC TOADSTOOL RED",merchandise,7604,11562.6,321,181,1.52,22,2009-12-13,2011-11-30,324,356
22207,FRYING PAN UNION FLAG,merchandise,2918,11514.86,324,189,3.95,25,2009-12-01,2011-12-08,865,357
22192,BLUE DINER WALL CLOCK,merchandise,1389,11494.78,511,260,8.28,23,2009-12-01,2011-12-08,1541,358
21668,RED STRIPE CERAMIC DRAWER KNOB,merchandise,9423,11486.75,614,255,1.22,25,2009-12-01,2011-12-09,249,359
20975,12 PENCILS SMALL TUBE RED SPOTTY,merchandise,18000,11441.2,763,460,0.64,22,2009-12-01,2011-12-08,84,360
47567B,TEA TIME KITCHEN APRON,merchandise,2148,11440.32,320,179,5.33,25,2009-12-10,2011-12-05,1128,361
22750,FELTCRAFT PRINCESS LOLA DOLL,merchandise,3123,11409.51,597,362,3.65,16,2010-09-06,2011-12-08,818,362
21787,RAIN PONCHO WITH RED SPOTS,merchandise,14744,11407.28,350,221,0.77,22,2010-03-25,2011-12-06,127,363
22082,RIBBON REEL STRIPES DESIGN,merchandise,7011,11386.23,819,512,1.62,25,2009-12-01,2011-12-07,359,364
22834,MINI HAND WARMER BABUSHKA DESIGN,merchandise,7178,11367.83,484,300,1.58,16,2010-09-12,2011-12-09,345,365
22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,merchandise,2455,11320.43,286,215,4.61,12,2010-10-21,2011-12-05,993,366
20969,RED FLORAL FELTCRAFT SHOULDER BAG,merchandise,3134,11320.41,518,285,3.61,25,2009-12-01,2011-12-08,815,367
22623,BOX OF VINTAGE JIGSAW BLOCKS,merchandise,2231,11307.62,500,334,5.07,20,2010-05-06,2011-12-07,1086,368
22444,GROW YOUR OWN PLANT IN A CAN,merchandise,9200,11258.32,328,249,1.22,14,2010-03-23,2011-04-13,259,369
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,merchandise,9335,11227.43,563,263,1.2,25,2009-12-01,2011-12-09,251,370
21906,PHARMACIE FIRST AID TIN,merchandise,1657,11195.15,311,214,6.76,25,2009-12-06,2011-12-05,1391,371
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,merchandise,8215,11186.95,307,256,1.36,9,2010-09-19,2011-11-07,294,372
22198,"POPCORN HOLDER , LARGE",merchandise,7064,11177.2,478,240,1.58,15,2009-12-02,2011-02-21,354,373
20676,RED SPOTTY BOWL,merchandise,9544,11135.63,720,372,1.17,25,2009-12-01,2011-12-08,244,374
22088,PAPER BUNTING COLOURED LACE,merchandise,4045,11107.55,478,266,2.75,20,2009-12-01,2011-07-06,653,375
22301,COFFEE MUG CAT + BIRD DESIGN,merchandise,4815,11040.39,466,273,2.29,25,2009-12-01,2011-12-08,551,376
84987,SET OF 36 TEATIME PAPER DOILIES,merchandise,7839,11023.03,642,406,1.41,25,2009-12-01,2011-12-05,310,377
47599A,PINK PARTY BAGS,merchandise,5953,10998.98,325,202,1.85,24,2009-12-04,2011-12-02,432,378
22151,PLACE SETTING WHITE HEART,merchandise,27268,10987.17,645,361,0.4,25,2009-12-01,2011-12-09,37,379
21498,RED SPOTS  WRAP,merchandise,27072,10977.24,799,454,0.41,25,2009-12-01,2011-12-08,40,380
21260,FIRST AID TIN,merchandise,3435,10886.85,442,303,3.17,25,2009-12-01,2011-12-08,747,381
21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,merchandise,2801,10880.05,363,228,3.88,22,2009-12-01,2011-12-06,892,382
22631,CIRCUS PARADE LUNCHBOX,merchandise,5916,10879.58,469,271,1.84,19,2010-03-14,2011-12-09,435,383
84988,SET OF 72 PINK HEART PAPER DOILIES,merchandise,7671,10839.6,618,379,1.41,25,2009-12-01,2011-12-05,321,384
21671,RED SPOT CERAMIC DRAWER KNOB,merchandise,8989,10834.97,568,265,1.21,22,2009-12-01,2011-12-07,265,385
72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,merchandise,5707,10834.24,426,208,1.9,25,2009-12-03,2011-12-07,457,386
22616,PACK OF 12 LONDON TISSUES,merchandise,38027,10792.83,633,319,0.28,20,2010-05-06,2011-12-08,17,387
22988,SOLDIERS EGG CUP,merchandise,9325,10780.22,349,207,1.16,13,2010-11-23,2011-12-08,253,388
22649,STRAWBERRY FAIRY CAKE TEAPOT,merchandise,2235,10736.35,414,200,4.8,20,2010-05-14,2011-12-04,1081,389
35400,WOODEN BOX ADVENT CALENDAR,merchandise,1239,10710.1,331,241,8.64,11,2009-12-01,2011-11-23,1660,390
22637,PIGGY BANK RETROSPOT,merchandise,4395,10675.37,496,329,2.43,19,2010-05-20,2011-11-27,604,391
22768,FAMILY PHOTO FRAME CORNICE,merchandise,1148,10648.49,320,243,9.28,15,2010-10-10,2011-12-09,1738,392
22729,ALARM CLOCK BAKELIKE ORANGE,merchandise,2882,10619.19,500,236,3.68,14,2010-09-24,2011-10-24,873,393
21326,AGED GLASS SILVER T-LIGHT HOLDER,merchandise,17446,10611.5,532,307,0.61,25,2009-12-01,2011-12-09,91,394
21937,STRAWBERRY   PICNIC BAG,merchandise,3811,10602.45,499,286,2.78,21,2009-12-02,2011-12-04,684,395
22740,POLKADOT PENS,merchandise,12839,10582.43,205,163,0.82,12,2010-09-30,2011-09-26,159,396
22417,PACK OF 60 SPACEBOY CAKE CASES,merchandise,21033,10541.19,911,521,0.5,24,2010-01-31,2011-12-08,63,397
22109,FULL ENGLISH BREAKFAST PLATE,merchandise,2934,10537.14,389,205,3.59,25,2009-12-01,2011-12-08,860,398
21868,POTTING SHED TEA MUG,merchandise,8914,10520.18,719,377,1.18,24,2009-12-01,2011-12-05,268,399
22468,BABUSHKA LIGHTS STRING OF 10,merchandise,1667,10479.39,335,196,6.29,22,2010-03-08,2011-12-06,1381,400
21172,PARTY METAL SIGN,merchandise,7496,10468.12,804,420,1.4,23,2009-12-01,2011-12-08,334,401
21907,I'M ON HOLIDAY METAL SIGN,merchandise,5068,10457.95,694,381,2.06,24,2010-01-29,2011-12-07,522,402
22508,DOORSTOP RETROSPOT HEART,merchandise,2731,10418.5,577,400,3.81,22,2010-03-11,2011-12-06,910,403
22580,ADVENT CALENDAR GINGHAM SACK,merchandise,1794,10391.78,388,275,5.79,14,2010-07-20,2011-12-05,1307,404
22791,T-LIGHT GLASS FLUTED ANTIQUE,merchandise,9053,10388.34,332,226,1.15,14,2010-10-22,2011-12-09,262,405
21242,RED SPOTTY PLATE,merchandise,6509,10383.89,519,289,1.6,25,2009-12-01,2011-12-07,388,406
22488,NATURAL SLATE RECTANGLE CHALKBOARD,merchandise,6493,10351.61,653,426,1.59,22,2010-03-05,2011-12-08,389,407
22274,FELTCRAFT DOLL EMILY,merchandise,3712,10336.46,578,344,2.78,25,2009-12-01,2011-12-06,701,408
21749,LARGE RED SPOT WINDMILL,merchandise,5454,10331.4,215,153,1.89,24,2009-12-14,2011-11-17,480,409
21833,CAMOUFLAGE LED TORCH,merchandise,6231,10263.51,337,210,1.65,25,2009-12-01,2011-12-07,403,410
22663,JUMBO BAG DOLLY GIRL DESIGN,merchandise,5387,10245.78,526,268,1.9,18,2010-07-19,2011-12-08,490,411
22418,"PEN, 10 COLOURS - SPACEBOY",merchandise,12306,10230.0,473,332,0.83,20,2010-05-06,2011-12-07,178,412
21429,RED GINGHAM ROSE JEWELLERY BOX,merchandise,6106,10197.9,764,418,1.67,22,2009-12-01,2011-12-08,417,413
23170,REGENCY TEA PLATE ROSES,merchandise,6563,10170.99,328,224,1.55,8,2011-05-10,2011-12-08,383,414
22595,GINGHAM HEART DECORATION,merchandise,12504,10162.74,640,481,0.81,18,2010-07-16,2011-12-08,168,415
20828,GLITTER BUTTERFLY CLIPS,merchandise,4262,10058.1,499,261,2.36,25,2009-12-01,2011-12-06,624,416
21624,VINTAGE UNION JACK DOORSTOP,merchandise,1721,10053.43,350,281,5.84,25,2009-12-01,2011-12-04,1352,417
22302,COFFEE MUG PEARS  DESIGN,merchandise,4808,10043.41,352,212,2.09,24,2009-12-01,2011-12-08,552,418
21670,BLUE SPOT CERAMIC DRAWER KNOB,merchandise,8125,9974.93,580,260,1.23,25,2009-12-01,2011-12-09,299,419
23208,LUNCH BAG VINTAGE LEAF DESIGN,merchandise,6191,9950.35,597,305,1.61,9,2011-04-12,2011-12-08,407,420
23300,GARDENERS KNEELING PAD CUP OF TEA,merchandise,6285,9933.69,635,351,1.58,8,2011-05-15,2011-12-09,399,421
22466,FAIRY TALE COTTAGE NIGHTLIGHT,merchandise,5649,9922.35,308,199,1.76,22,2010-03-05,2011-12-09,462,422
22620,4 TRADITIONAL SPINNING TOPS,merchandise,7682,9917.43,654,449,1.29,20,2010-05-09,2011-12-08,320,423
22968,ROSE COTTAGE KEEPSAKE BOX,merchandise,1088,9891.8,243,182,9.09,14,2010-10-29,2011-11-14,1786,424
82001S,VINYL RECORD FRAME SILVER,merchandise,2849,9879.67,196,86,3.47,25,2009-12-01,2011-12-06,878,425
21982,PACK OF 12 SUKI TISSUES,merchandise,31594,9847.94,521,335,0.31,22,2010-03-11,2011-12-08,27,426
