stock_code,product_description,sale_quarter,quantity_sold,revenue,order_count,customer_count
16156L,WRAP CAROUSEL,2011-Q4,50,21.0,2,2
16156N,"WRAP, FRIENDSHIP ON GREEN",2009-Q4,300,126.0,11,11
16156N,"WRAP, FRIENDSHIP ON GREEN",2010-Q1,900,378.0,35,35
16156N,"WRAP, FRIENDSHIP ON GREEN",2010-Q2,250,105.0,9,9
16156S,WRAP PINK FAIRY CAKES,2009-Q4,350,131.0,7,7
16156S,WRAP PINK FAIRY CAKES,2010-Q1,3311,1300.62,76,66
16156S,WRAP PINK FAIRY CAKES,2010-Q2,2375,949.5,63,59
16156S,WRAP PINK FAIRY CAKES,2010-Q3,2775,1045.5,54,51
16156S,WRAP PINK FAIRY CAKES,2010-Q4,2300,906.0,59,53
16156S,WRAP PINK FAIRY CAKES,2011-Q1,1350,549.0,47,43
16156S,WRAP PINK FAIRY CAKES,2011-Q2,1725,676.5,46,45
16156S,WRAP PINK FAIRY CAKES,2011-Q3,1025,430.5,33,32
16156S,WRAP PINK FAIRY CAKES,2011-Q4,1475,580.5,32,29
16161C,WRAP SPEED DEMONS,2009-Q4,450,45.0,2,2
16161E,WRAP BOUDOIR,2009-Q4,600,60.0,5,5
16161E,WRAP BOUDOIR,2010-Q1,150,15.0,4,4
16161G,WRAP BAD HAIR DAY,2010-Q1,125,12.5,5,5
16161G,WRAP BAD HAIR DAY,2010-Q2,50,5.0,2,2
16161G,WRAP BAD HAIR DAY,2010-Q3,25,2.5,1,1
16161G,WRAP BAD HAIR DAY,2010-Q4,75,7.5,3,3
16161G,WRAP BAD HAIR DAY,2011-Q1,25,2.5,1,1
16161G,WRAP BAD HAIR DAY,2011-Q2,125,12.5,5,5
16161G,WRAP BAD HAIR DAY,2011-Q3,375,37.5,9,9
16161G,WRAP BAD HAIR DAY,2011-Q4,175,17.5,7,7
16161M,WRAP  PINK FLOCK,2009-Q4,150,63.0,6,6
16161M,WRAP  PINK FLOCK,2010-Q1,325,134.5,13,13
16161M,WRAP  PINK FLOCK,2010-Q2,150,63.0,5,5
16161M,WRAP  PINK FLOCK,2010-Q3,175,73.5,7,7
16161M,WRAP  PINK FLOCK,2010-Q4,275,115.5,8,8
16161P,WRAP ENGLISH ROSE,2009-Q4,275,115.5,8,8
16161P,WRAP ENGLISH ROSE,2010-Q1,1422,567.48,38,37
16161P,WRAP ENGLISH ROSE,2010-Q2,1125,470.5,43,41
16161P,WRAP ENGLISH ROSE,2010-Q3,1450,609.0,51,46
16161P,WRAP ENGLISH ROSE,2010-Q4,1800,724.0,54,52
16161P,WRAP ENGLISH ROSE,2011-Q1,1376,577.92,54,51
16161P,WRAP ENGLISH ROSE,2011-Q2,2250,913.0,69,66
16161P,WRAP ENGLISH ROSE,2011-Q3,1850,777.0,69,66
16161P,WRAP ENGLISH ROSE,2011-Q4,1675,691.5,54,52
16161U,"WRAP,SUKI AND FRIENDS",2009-Q4,400,168.0,15,15
16161U,"WRAP,SUKI AND FRIENDS",2010-Q1,1850,737.0,55,51
16161U,"WRAP,SUKI AND FRIENDS",2010-Q2,1050,437.0,38,34
16161U,"WRAP,SUKI AND FRIENDS",2010-Q3,1376,553.92,42,39
16161U,WRAP SUKI AND FRIENDS,2010-Q4,1400,554.0,37,35
16161U,WRAP SUKI AND FRIENDS,2011-Q1,925,388.5,35,34
16161U,WRAP SUKI AND FRIENDS,2011-Q2,850,357.0,33,32
16161U,WRAP SUKI AND FRIENDS,2011-Q3,1000,420.0,35,33
16161U,WRAP SUKI AND FRIENDS,2011-Q4,1200,480.0,27,24
16162L,THE KING GIFT BAG,2009-Q4,456,97.68,3,3
16162L,THE KING GIFT BAG,2010-Q1,110,62.86,5,5
16162L,THE KING GIFT BAG,2010-Q2,12,7.8,1,1
16162L,THE KING GIFT BAG,2010-Q3,7488,374.4,2,2
16162L,THE KING GIFT BAG,2011-Q2,5,3.25,2,2
16162L,THE KING GIFT BAG,2011-Q3,12,7.8,4,4
16162M,THE KING GIFT BAG 25x24x12cm,2010-Q2,12,5.04,1,1
16162M,THE KING GIFT BAG 25x24x12cm,2010-Q3,36,15.12,3,3
16162M,THE KING GIFT BAG 25x24x12cm,2010-Q4,12,5.04,1,1
16162M,THE KING GIFT BAG 25x24x12cm,2011-Q3,22,9.24,5,4
16162M,THE KING GIFT BAG 25x24x12cm,2011-Q4,4,1.68,2,2
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2009-Q4,588,74.16,4,4
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2010-Q1,461,131.22,14,10
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2010-Q2,128,51.36,9,8
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2010-Q3,34,14.28,3,3
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2010-Q4,86,36.12,4,4
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2011-Q1,54,22.68,3,3
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2011-Q2,111,46.62,6,6
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2011-Q3,88,36.96,7,6
16168M,FUNKY MONKEY GIFT BAG MEDIUM,2011-Q4,52,21.84,3,3
16168S,FUNKY MONKEY GIFT BAG SMALL,2009-Q4,876,81.24,4,3
16168S,FUNKY MONKEY GIFT BAG SMALL,2010-Q1,398,40.62,3,3
16169A,WRAP CHRISTMAS DECOUPAGE,2010-Q2,25,10.5,1,1
16169C,WRAP BLUE REINDEER,2009-Q4,350,147.0,14,14
16169C,WRAP BLUE REINDEER,2010-Q3,150,63.0,6,6
16169C,WRAP BLUE REINDEER,2010-Q4,850,357.0,23,23
16169D,WRAP WINTER FOREST,2009-Q4,250,105.0,9,9
16169E,WRAP 50'S  CHRISTMAS,2011-Q3,1325,556.5,51,51
16169E,WRAP 50'S  CHRISTMAS,2011-Q4,3238,1335.96,98,95
16169F,WRAP BLIZZARD,2009-Q4,275,115.5,10,10
16169F,WRAP BLIZZARD,2010-Q3,225,94.5,7,7
16169F,WRAP BLIZZARD,2010-Q4,475,199.5,17,17
16169G,WRAP ROMANTIC DECOUPAGE,2009-Q4,25,10.5,1,1
16169K,WRAP FOLK ART,2009-Q4,100,42.0,4,4
16169K,WRAP FOLK ART,2010-Q1,75,31.5,3,3
16169K,WRAP FOLK ART,2010-Q2,200,84.0,8,8
16169K,WRAP FOLK ART,2010-Q3,1050,228.25,19,19
16169K,WRAP FOLK ART,2010-Q4,475,199.5,18,17
16169K,WRAP FOLK ART,2011-Q1,100,42.0,4,4
16169K,WRAP FOLK ART,2011-Q2,25,10.5,1,1
16169K,WRAP FOLK ART,2011-Q3,50,21.0,2,2
16169M,WRAP DAISY CARPET,2009-Q4,25,10.5,1,1
16169M,WRAP DAISY CARPET,2010-Q1,200,84.0,8,8
16169M,WRAP DAISY CARPET,2010-Q2,100,42.0,4,4
16169M,WRAP DAISY CARPET,2010-Q3,1025,206.25,19,19
16169M,WRAP DAISY CARPET,2010-Q4,50,21.0,2,2
16169M,WRAP DAISY CARPET,2011-Q1,285,119.7,10,10
16169M,WRAP DAISY CARPET,2011-Q2,150,63.0,6,6
16169M,WRAP DAISY CARPET,2011-Q3,125,52.5,5,5
16169M,WRAP DAISY CARPET,2011-Q4,100,42.0,4,4
16169N,WRAP BLUE RUSSIAN FOLKART,2009-Q4,125,52.5,5,5
16169N,WRAP BLUE RUSSIAN FOLKART,2010-Q1,375,157.5,14,14
16169N,WRAP BLUE RUSSIAN FOLKART,2010-Q2,225,94.5,8,8
16169N,WRAP BLUE RUSSIAN FOLKART,2010-Q3,1125,248.25,23,23
16169N,WRAP BLUE RUSSIAN FOLKART,2010-Q4,200,84.0,6,5
16169P,WRAP GREEN RUSSIAN FOLKART,2009-Q4,50,21.0,2,2
16169P,WRAP GREEN RUSSIAN FOLKART,2010-Q1,350,147.0,14,14
16169P,WRAP GREEN RUSSIAN FOLKART,2010-Q2,225,94.5,9,9
16169P,WRAP GREEN RUSSIAN FOLKART,2010-Q3,925,187.25,15,15
16169P,WRAP GREEN RUSSIAN FOLKART,2010-Q4,200,84.0,8,8
16201A,PASTEL PINK PHOTO ALBUM,2009-Q4,24,46.8,2,2
16201A,PASTEL PINK PHOTO ALBUM,2010-Q1,12,23.4,1,1
16201A,PASTEL PINK PHOTO ALBUM,2010-Q2,48,93.6,2,2
16201A,PASTEL PINK PHOTO ALBUM,2010-Q3,16,36.0,3,3
16201B,PASTEL BLUE PHOTO ALBUM,2009-Q4,24,46.8,2,2
16202A,PASTEL PINK PHOTO ALBUM,2009-Q4,1,1.95,1,1
16202A,PASTEL PINK PHOTO ALBUM,2010-Q1,2,11.1,2,2
16202A,PASTEL PINK PHOTO ALBUM,2010-Q2,38,81.3,4,3
16202A,PASTEL PINK PHOTO ALBUM,2010-Q3,606,135.3,6,6
16202A,PASTEL PINK PHOTO ALBUM,2010-Q4,6,33.3,4,4
16202A,PASTEL PINK PHOTO ALBUM,2011-Q1,3,1.5,1,1
16202A,PASTEL PINK PHOTO ALBUM,2011-Q2,4,2.0,1,1
16202B,PASTEL BLUE PHOTO ALBUM,2009-Q4,1,5.55,1,1
16202B,PASTEL BLUE PHOTO ALBUM,2010-Q1,12,23.4,1,1
16202B,PASTEL BLUE PHOTO ALBUM,2010-Q2,92,208.2,7,5
16202B,PASTEL BLUE PHOTO ALBUM,2010-Q3,895,189.81,4,4
16202B,PASTEL BLUE PHOTO ALBUM,2010-Q4,5,27.75,3,3
16202B,PASTEL BLUE PHOTO ALBUM,2011-Q2,29,14.5,2,2
16202C,BEIGE PHOTO ALBUM,2009-Q4,16,42.0,3,3
16202C,BEIGE PHOTO ALBUM,2010-Q1,50,104.7,6,6
16202C,BEIGE PHOTO ALBUM,2010-Q2,28,54.6,1,1
16202E,BLACK PHOTO ALBUM,2009-Q4,14,27.3,2,2
16202E,BLACK PHOTO ALBUM,2010-Q1,37,75.75,4,4
16202E,BLACK PHOTO ALBUM,2010-Q2,13,28.95,2,2
16202E,BLACK PHOTO ALBUM,2010-Q4,2,11.1,2,2
16202E,BLACK PHOTO ALBUM,2011-Q2,15,7.5,3,3
16206B,RED PURSE WITH PINK HEART,2010-Q1,7,8.75,2,2
16206B,RED PURSE WITH PINK HEART,2010-Q2,8,10.0,1,1
16206B,RED PURSE WITH PINK HEART,2010-Q3,1,1.25,1,1
16206B,RED PURSE WITH PINK HEART,2010-Q4,75,90.15,11,9
16206B,RED PURSE WITH PINK HEART,2011-Q1,5,6.25,1,1
16207A,PINK STRAWBERRY HANDBAG,2009-Q4,3,8.85,2,2
16207A,PINK STRAWBERRY HANDBAG,2010-Q1,16,47.2,5,5
16207A,PINK STRAWBERRY HANDBAG,2010-Q2,7,20.65,3,3
16207A,PINK STRAWBERRY HANDBAG,2010-Q3,15,44.25,3,3
16207A,PINK STRAWBERRY HANDBAG,2010-Q4,3,8.85,2,2
16207A,PINK STRAWBERRY HANDBAG,2011-Q1,2,5.9,1,1
16207A,PINK STRAWBERRY HANDBAG,2011-Q2,2,5.9,1,1
16207A,PINK STRAWBERRY HANDBAG,2011-Q4,7,20.65,2,2
16207B,PINK HEART RED HANDBAG,2009-Q4,180,225.0,3,2
16207B,PINK HEART RED HANDBAG,2010-Q1,25,73.75,5,5
16207B,PINK HEART RED HANDBAG,2010-Q3,1,2.95,1,1
16207B,PINK HEART RED HANDBAG,2010-Q4,1,2.95,1,1
16207B,PINK HEART RED HANDBAG,2011-Q1,3,8.85,2,2
16207B,PINK HEART RED HANDBAG,2011-Q3,1,2.46,1,1
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,2009-Q4,55,35.75,3,3
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,2010-Q1,76,49.4,4,4
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,2010-Q2,126,81.9,9,9
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,2010-Q3,60,39.0,8,8
16212,FUNKY GIRLZ ASST MAGNETIC MEMO PAD,2010-Q4,40,26.0,6,6
16215,FUNKY GIRLZ MAGNETIC TO DO LIST,2009-Q4,8,5.2,3,3
16216,LETTER SHAPE PENCIL SHARPENER,2009-Q4,10,1.6,1,1
16216,LETTER SHAPE PENCIL SHARPENER,2010-Q1,137,21.92,7,7
16216,LETTER SHAPE PENCIL SHARPENER,2010-Q2,270,43.2,6,6
16216,LETTER SHAPE PENCIL SHARPENER,2010-Q3,151,24.16,8,8
16216,LETTER SHAPE PENCIL SHARPENER,2010-Q4,271,43.36,17,16
16216,LETTER SHAPE PENCIL SHARPENER,2011-Q1,45,7.2,4,4
16216,LETTER SHAPE PENCIL SHARPENER,2011-Q2,1986,139.76,10,10
16216,LETTER SHAPE PENCIL SHARPENER,2011-Q3,566,33.96,7,7
16216,LETTER SHAPE PENCIL SHARPENER,2011-Q4,699,43.02,18,17
16218,CARTOON  PENCIL SHARPENERS,2010-Q1,32,5.12,3,3
16218,CARTOON  PENCIL SHARPENERS,2010-Q2,35,5.6,3,3
16218,CARTOON  PENCIL SHARPENERS,2010-Q3,422,67.52,7,7
16218,CARTOON  PENCIL SHARPENERS,2010-Q4,281,44.96,8,8
16218,CARTOON  PENCIL SHARPENERS,2011-Q1,160,25.6,2,2
16218,CARTOON  PENCIL SHARPENERS,2011-Q2,1380,93.9,13,12
16218,CARTOON  PENCIL SHARPENERS,2011-Q3,1200,72.0,12,12
16218,CARTOON  PENCIL SHARPENERS,2011-Q4,1015,60.9,22,20
16219,HOUSE SHAPE PENCIL SHARPENER,2009-Q4,4,0.84,1,1
16219,HOUSE SHAPE PENCIL SHARPENER,2010-Q1,60,12.6,3,3
16219,HOUSE SHAPE PENCIL SHARPENER,2010-Q2,95,19.95,6,6
16219,HOUSE SHAPE PENCIL SHARPENER,2010-Q3,60,12.6,5,5
16219,HOUSE SHAPE PENCIL SHARPENER,2010-Q4,84,17.64,5,5
16219,HOUSE SHAPE PENCIL SHARPENER,2011-Q1,72,15.12,5,5
16219,HOUSE SHAPE PENCIL SHARPENER,2011-Q2,408,37.08,8,6
16219,HOUSE SHAPE PENCIL SHARPENER,2011-Q3,1686,210.96,19,19
16219,HOUSE SHAPE PENCIL SHARPENER,2011-Q4,737,44.22,14,13
16225,RATTLE SNAKE EGGS,2009-Q4,413,182.17,7,7
16225,RATTLE SNAKE EGGS,2010-Q1,42,52.5,7,7
16225,RATTLE SNAKE EGGS,2010-Q2,44,55.0,6,6
16225,RATTLE SNAKE EGGS,2010-Q3,89,102.13,9,9
16225,RATTLE SNAKE EGGS,2010-Q4,334,218.3,13,13
16225,RATTLE SNAKE EGGS,2011-Q1,132,85.32,5,5
16225,RATTLE SNAKE EGGS,2011-Q2,19,23.75,6,3
16225,RATTLE SNAKE EGGS,2011-Q3,25,33.29,10,6
16225,RATTLE SNAKE EGGS,2011-Q4,322,326.18,49,42
16235,RECYCLED PENCIL WITH RABBIT ERASER,2009-Q4,151,31.71,6,6
16235,RECYCLED PENCIL WITH RABBIT ERASER,2010-Q1,726,152.46,23,21
16235,RECYCLED PENCIL WITH RABBIT ERASER,2010-Q2,733,150.93,22,21
16235,RECYCLED PENCIL WITH RABBIT ERASER,2010-Q3,166,34.86,8,8
16235,RECYCLED PENCIL WITH RABBIT ERASER,2010-Q4,845,177.45,24,23
16235,RECYCLED PENCIL WITH RABBIT ERASER,2011-Q1,1099,200.79,23,23
16235,RECYCLED PENCIL WITH RABBIT ERASER,2011-Q2,220,46.2,13,11
16235,RECYCLED PENCIL WITH RABBIT ERASER,2011-Q3,787,161.37,16,15
16235,RECYCLED PENCIL WITH RABBIT ERASER,2011-Q4,412,86.52,25,23
16236,KITTY PENCIL ERASERS,2009-Q4,87,18.27,6,6
16236,KITTY PENCIL ERASERS,2010-Q1,147,30.87,7,7
16236,KITTY PENCIL ERASERS,2010-Q2,342,71.82,13,13
16236,KITTY PENCIL ERASERS,2010-Q3,158,33.18,16,15
16236,KITTY PENCIL ERASERS,2010-Q4,436,91.56,31,27
16236,KITTY PENCIL ERASERS,2011-Q1,190,39.9,10,10
16236,KITTY PENCIL ERASERS,2011-Q2,292,61.32,12,12
16236,KITTY PENCIL ERASERS,2011-Q3,365,71.05,14,14
16236,KITTY PENCIL ERASERS,2011-Q4,408,85.68,34,26
16237,SLEEPING CAT ERASERS,2009-Q4,771,161.91,17,15
16237,SLEEPING CAT ERASERS,2010-Q1,454,95.34,20,18
16237,SLEEPING CAT ERASERS,2010-Q2,1175,246.75,36,30
16237,SLEEPING CAT ERASERS,2010-Q3,1101,231.21,36,32
16237,SLEEPING CAT ERASERS,2010-Q4,2719,530.49,84,71
16237,SLEEPING CAT ERASERS,2011-Q1,1126,218.46,33,30
16237,SLEEPING CAT ERASERS,2011-Q2,684,139.14,27,26
16237,SLEEPING CAT ERASERS,2011-Q3,891,175.11,27,25
16237,SLEEPING CAT ERASERS,2011-Q4,1330,252.3,60,48
16238,PARTY TIME PENCIL ERASERS,2009-Q4,117,24.57,6,6
16238,PARTY TIME PENCIL ERASERS,2010-Q1,121,25.41,7,7
16238,PARTY TIME PENCIL ERASERS,2010-Q2,227,47.67,11,10
16238,PARTY TIME PENCIL ERASERS,2010-Q3,177,37.17,7,7
16238,PARTY TIME PENCIL ERASERS,2010-Q4,445,93.45,29,28
16238,PARTY TIME PENCIL ERASERS,2011-Q1,178,37.38,9,9
16238,PARTY TIME PENCIL ERASERS,2011-Q2,293,61.53,14,14
16238,PARTY TIME PENCIL ERASERS,2011-Q3,427,84.7,17,16
16238,PARTY TIME PENCIL ERASERS,2011-Q4,304,69.51,35,24
16239,BALLERINA HEART DECORATION.,2009-Q4,8,23.6,4,4
16239,BALLERINA HEART DECORATION.,2010-Q1,330,444.8,9,9
16243B,BROWN COZY SQUARE PHOTO ALBUM,2010-Q1,205,399.75,1,1
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,2009-Q4,3,12.75,2,2
16244A,MAXWELL 2 TONE PINK 60 PAGE PHOTO A,2010-Q1,139,280.25,4,4
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,2009-Q4,3,12.75,1,1
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,2010-Q1,297,583.75,4,4
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,2010-Q3,2,8.5,1,1
16244B,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,2011-Q2,7,7.85,2,2
16245A,PINK MINI STATIONERY SET W CASE,2010-Q1,2,2.5,2,2
16245A,PINK MINI STATIONERY SET W CASE,2010-Q2,6,7.5,4,4
16245A,PINK MINI STATIONERY SET W CASE,2010-Q3,3,3.75,1,1
16248B,BLUE HOLE PUNCH,2010-Q3,3,3.75,1,1
16248B,BLUE HOLE PUNCH,2010-Q4,65,81.25,4,4
16248B,BLUE HOLE PUNCH,2011-Q1,2,2.5,1,1
16248B,BLUE HOLE PUNCH,2011-Q2,1,1.25,1,1
16248B,BLUE HOLE PUNCH,2011-Q3,3,3.75,2,2
16248B,BLUE HOLE PUNCH,2011-Q4,7,8.75,3,3
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2010-Q1,864,216.0,1,1
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2010-Q2,2,1.7,2,2
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2010-Q3,6,5.1,3,3
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2010-Q4,9,7.65,4,4
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2011-Q2,13,11.05,2,2
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2011-Q3,1,1.63,1,1
16254,TRANSPARENT ACRYLIC TAPE DISPENSER,2011-Q4,17,15.23,6,6
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,2009-Q4,48,20.16,2,2
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,2010-Q1,271,113.82,11,11
16256B,FLOWER PENCIL/RUBBER+5 MINI PENCILS,2010-Q2,174,73.08,7,5
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,2009-Q4,25,10.5,2,2
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,2010-Q1,86,36.12,3,3
16256C,HEARTS PENCIL/RUBBER+5 MINI PENCILS,2010-Q2,58,24.36,5,4
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2009-Q4,232,44.08,5,5
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2010-Q1,64,26.88,5,5
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2010-Q2,77,32.34,8,8
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2010-Q3,116,48.72,5,5
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2010-Q4,98,41.16,17,16
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2011-Q1,70,29.4,5,5
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2011-Q2,58,24.36,3,3
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2011-Q3,46,19.73,6,6
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,2011-Q4,267,81.36,20,15
16258B,DAISY ERASERS IN BAG,2009-Q4,1014,219.34,13,13
16259,PIECE OF CAMO STATIONERY SET,2009-Q4,108,22.68,1,1
16259,PIECE OF CAMO STATIONERY SET,2010-Q1,570,119.7,6,5
16259,PIECE OF CAMO STATIONERY SET,2010-Q2,625,131.25,9,9
16259,PIECE OF CAMO STATIONERY SET,2010-Q3,216,45.36,2,2
16259,PIECE OF CAMO STATIONERY SET,2010-Q4,574,120.54,6,5
16259,PIECE OF CAMO STATIONERY SET,2011-Q1,216,45.36,2,2
16259,PIECE OF CAMO STATIONERY SET,2011-Q2,1094,115.6,10,10
16259,PIECE OF CAMO STATIONERY SET,2011-Q3,2026,162.08,15,14
16259,PIECE OF CAMO STATIONERY SET,2011-Q4,44,3.52,4,4
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2009-Q4,78,22.62,4,3
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2010-Q1,587,129.91,7,7
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2010-Q2,216,51.12,3,3
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2010-Q3,36,10.44,1,1
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2010-Q4,222,64.38,7,7
17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,2011-Q1,72,20.88,1,1
17003,BROCADE RING PURSE,2009-Q4,791,166.11,17,17
17003,BROCADE RING PURSE,2010-Q1,3846,697.86,29,23
17003,BROCADE RING PURSE,2010-Q2,8175,1376.55,41,32
17003,BROCADE RING PURSE,2010-Q3,16965,3160.89,37,34
17003,BROCADE RING PURSE,2010-Q4,19508,3645.24,67,59
17003,BROCADE RING PURSE,2011-Q1,6967,1498.67,34,29
17003,BROCADE RING PURSE,2011-Q2,5693,1472.41,41,35
17003,BROCADE RING PURSE,2011-Q3,5402,1493.16,49,46
17003,BROCADE RING PURSE,2011-Q4,3746,1306.38,72,58
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2009-Q4,1,2.1,1,1
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2010-Q1,2,4.2,1,1
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2010-Q2,2,4.2,1,1
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2010-Q4,29,60.9,2,2
17007B,S/3 POT POURI CUSHIONS BLUE COLOURS,2011-Q2,12,25.2,1,1
17011A,ORIGAMI VANILLA INCENSE+FLOWER,2010-Q1,7,14.7,2,2
17011A,ORIGAMI VANILLA INCENSE+FLOWER,2010-Q2,6,12.6,1,1
17011A,ORIGAMI VANILLA INCENSE+FLOWER,2010-Q3,241,122.7,3,3
17011B,ORIGAMI JASMINE INCENSE+FLOWER,2010-Q2,3,6.3,1,1
17011B,ORIGAMI JASMINE INCENSE+FLOWER,2010-Q3,16,4.8,1,1
17011C,ORIGAMI LAVENDER INCENSE+FLOWER,2009-Q4,334,217.1,1,1
17011D,ORIGAMI ROSE INCENSE+FLOWER,2009-Q4,192,124.8,1,1
17011D,ORIGAMI ROSE INCENSE+FLOWER,2010-Q3,15,4.5,1,1
17011E,ORIGAMI OPIUM SCENT INCENSE+FLOWER,2009-Q4,124,80.6,1,1
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,2009-Q4,192,124.8,1,1
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,2010-Q2,27,56.7,3,3
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,2010-Q3,74,56.8,3,3
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,2010-Q4,8,16.8,3,3
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,2011-Q1,6,12.6,1,1
17011F,ORIGAMI SANDLEWOOD INCENSE+FLOWER,2011-Q2,73,47.45,4,4
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2010-Q1,24,20.4,1,1
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2010-Q2,198,178.5,4,4
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2010-Q3,49,43.35,2,2
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2010-Q4,128,114.0,5,5
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2011-Q1,12,30.6,2,2
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2011-Q2,49,43.35,3,3
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2011-Q3,75,63.75,6,6
17012A,ORIGAMI VANILLA INCENSE/CANDLE SET,2011-Q4,109,92.65,11,9
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2010-Q1,27,28.05,2,2
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2010-Q2,6,15.3,3,3
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2010-Q3,25,22.95,2,2
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2010-Q4,135,131.85,8,8
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2011-Q1,114,127.5,3,3
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2011-Q2,73,63.75,4,4
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2011-Q3,106,90.1,12,12
17012B,ORIGAMI JASMINE INCENSE/CANDLE SET,2011-Q4,131,111.35,14,14
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2010-Q1,387,334.05,3,2
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2010-Q2,4,10.2,2,2
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2010-Q3,8,20.4,3,3
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2010-Q4,142,149.7,9,8
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2011-Q1,18,45.9,4,4
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2011-Q2,27,24.65,3,3
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2011-Q3,24,20.4,7,7
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,2011-Q4,167,141.95,25,21
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,2010-Q3,31,38.25,3,3
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,2010-Q4,17,43.35,6,5
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,2011-Q1,13,33.15,3,3
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,2011-Q2,1,2.55,1,1
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,2011-Q3,102,86.7,11,11
17012D,ORIGAMI ROSE INCENSE/CANDLE SET,2011-Q4,262,222.7,27,23
